Number,Genus_species,Sex,SVL,Wt,Tail,RTL,LTL,TotTL,TotTVoL
,Pogona_minor    ,MALE,64,6,111,2.5,2.5,,5
,Pogona_minor    ,MALE,94,25,188,11,12,,23
,Pogona_minor    ,MALE,60,6.7,100,3,2,,5
,Pogona_minor    ,MALE,54,5.3,103,2,1.5,,3.5
,Pogona_minor    ,MALE,96,22.7,177,8,7,,15
2576.38,Pseudechis_australis,MALE,790,131,116,22,21,2576.38,43
2037.59,Pseudechis_australis,MALE,512,98.2,133,27.5,26,2037.59,53.5
441.42,Pseudonaja_modesta,MALE,378,13.2,74,19,25,441.42,44
1598.55,Pseudonaja_modesta,MALE,458,21.8,88,37,52,1598.55,89
444.26,Pseudonaja_modesta,MALE,345,12.9,48,20,18,444.26,38
1627.56,Pseudonaja_modesta,MALE,410,21.5,83,40,30,1627.56,70
680.68,Pseudonaja_modesta,MALE,425,24.8,70,30,22,680.68,52
17.45,Pseudonaja_modesta,MALE,162,1.1,25,9,8,17.45,17
971.8,Pseudonaja_modesta,MALE,391,18.4,83,14.5,14.5,971.8,29
5.84,Pseudonaja_modesta,MALE,162,1.9,24,10,0.8,5.84,10.8
786.97,Pseudonaja_modesta,MALE,371,11.7,78,27,23,786.97,50
1.35,Pseudonaja_modesta,MALE,152,1.6,27,0.7,0.8,1.35,1.5
2111.15,Pseudonaja_modesta,MALE,399,24.6,79,33,30,2111.15,63
897.97,Pseudonaja_modesta,MALE,410,25.5,70,35,,897.97,
392.7,Pseudonaja_modesta,MALE,370,15.5,66,18,12,392.7,30
1038.82,Pseudonaja_modesta,MALE,466,23.2,73,23,25,1038.82,48
414.69,Pseudonaja_modesta,MALE,310,10.4,60,11,11,414.69,22
452.39,Pseudonaja_modesta,MALE,336,11.6,70,12,12,452.39,24
27383899.61,Pseudonaja_nuchalis,MALE,1038,204,190,5.5,6,,11.5
,Pseudonaja_nuchalis,MALE,924,135,164,,,,
1318172.57,Pseudonaja_nuchalis,MALE,867,126,171,5.5,5,,10.5
262124.67,Pseudonaja_nuchalis,MALE,925,115,161,3.5,4.5,,8
224.31,Pseudonaja_nuchalis,MALE,331,8.6,57,26,15,224.31,41
64.93,Pseudonaja_nuchalis,MALE,313,6,48,15.5,15.5,64.93,31
4741.72,Pseudonaja_nuchalis,MALE,840,120,161,54,56,,110
150.88,Pseudonaja_nuchalis,MALE,243,4.6,41,20,16,150.88,36
101.87,Pseudonaja_nuchalis,MALE,250,4.2,40,16,15,101.87,31
894.5,Pseudonaja_nuchalis,MALE,395,18.5,49,13,16,894.5,29
368.61,Pseudonaja_nuchalis,MALE,355,10.7,65,22,22,368.61,44
179.07,Pseudonaja_nuchalis,MALE,445,16.7,,26,12,179.07,38
20.94,Pseudonaja_nuchalis,MALE,374,12.6,64,5,5,20.94,10
3193.96,Pseudonaja_nuchalis,MALE,880,156,146,31,30,3193.96,61
,Pygopus_nigriceps,MALE,158,18,230,8.5,8.5,,17
,Pygopus_nigriceps,MALE,182,25,,4,4,,8
,Pygopus_nigriceps,MALE,179,26,288,3,3.5,,6.5
,Pygopus_nigriceps,MALE,167,21,271,5,5,,10
,Pygopus_nigriceps,MALE,108,6,,2,2,,4
,Pygopus_nigriceps,MALE,182,25,267,4,4,,8
,Pygopus_nigriceps,MALE,133,8.2,192,6,7.5,,13.5
,Pygopus_nigriceps,MALE,176,22.8,,11,,,
,Pygopus_nigriceps,MALE,170,11.9,,8.5,8,,16.5
184.31,Pygopus_nigriceps,MALE,180,16.7,,11,11,184.31,22
1.57,Pygopus_nigriceps,MALE,107,4.3,140,1.5,1.5,1.57,3
242.43,Pygopus_nigriceps,MALE,149,8.9,,8,7,242.43,15
254.47,Pygopus_nigriceps,MALE,188,15.8,,5.5,8,254.47,13.5
301.07,Pygopus_nigriceps,MALE,178,17,271,11,12,301.07,23
170.17,Pygopus_nigriceps,MALE,160,8.9,,7,6,170.17,13
125.66,Pygopus_nigriceps,MALE,160,16.3,,8,7,125.66,15
351.48,Pygopus_nigriceps,MALE,169,15,262,10.5,9.5,351.48,20
335.99,Pygopus_nigriceps,MALE,160,16.2,248,10.3,8.2,335.99,18.5
142.42,Pygopus_nigriceps,MALE,154,10.5,231,8.5,8.5,142.42,17
401.78,Pygopus_nigriceps,MALE,171,10.3,,6.3,6.5,401.78,12.8
314.83,Pygopus_nigriceps,MALE,161,17.9,247,8,7.6,314.83,15.6
170.17,Pygopus_nigriceps,MALE,138,7.1,,6.5,6.5,170.17,13
360.39,Pygopus_nigriceps,MALE,162,9.7,,8.3,8.5,360.39,16.8
298.39,Pygopus_nigriceps,MALE,153,8.8,,8.3,8.6,298.39,16.9
13.61,Pygopus_nigriceps,MALE,113,5.5,153,2,2,13.61,4
245.04,Pygopus_nigriceps,MALE,172,12.4,,9,9,245.04,18
2.62,Ramphotyphlops_bicolor,MALE,141,1.6,3,3,2,2.62,5
25.13,Ramphotyphlops_endoterus,MALE,250,3.4,8,7,5,25.13,12
23.04,Ramphotyphlops_endoterus,MALE,263,3.3,7,6,5,23.04,11
20.94,Ramphotyphlops_endoterus,MALE,231,3.2,8,6,4,20.94,10
20.94,Ramphotyphlops_endoterus,MALE,214,2.7,7,6,4,20.94,10
20.94,Ramphotyphlops_endoterus,MALE,230,2.5,6,6,4,20.94,10
37.7,Ramphotyphlops_endoterus,MALE,270,4.4,3,11,7,37.7,18
31.42,Ramphotyphlops_endoterus,MALE,278,3.8,7,10,5,31.42,15
14.66,Ramphotyphlops_endoterus,MALE,241,3.3,7,4,3,14.66,7
7.33,Ramphotyphlops_endoterus,MALE,255,3.8,,1.5,2,7.33,3.5
18.85,Ramphotyphlops_endoterus,MALE,262,3.6,7,5,4,18.85,9
35.6,Ramphotyphlops_endoterus,MALE,262,3.7,5,10,7,35.6,17
26.18,Ramphotyphlops_endoterus,MALE,233,2.1,6,7,5.5,26.18,12.5
121.48,Ramphotyphlops_endoterus,MALE,266,3.8,4,2,2,121.48,4
35.6,Ramphotyphlops_endoterus,MALE,305,4.6,8,10,7,35.6,17
33.51,Ramphotyphlops_endoterus,MALE,278,4.2,8,9,7,33.51,16
41.89,Ramphotyphlops_endoterus,MALE,263,3.2,7,12,8,41.89,20
29.32,Ramphotyphlops_endoterus,MALE,242,2.7,6,8,6,29.32,14
27.23,Ramphotyphlops_endoterus,MALE,282,3.5,6,8,5,27.23,13
29.32,Ramphotyphlops_endoterus,MALE,228,2.6,6,8,6,29.32,14
50.27,Ramphotyphlops_endoterus,MALE,280,4.7,7,8,6,50.27,14
25.13,Ramphotyphlops_endoterus,MALE,229,2.8,8,7,5,25.13,12
20.94,Ramphotyphlops_endoterus,MALE,286,6.2,9,6,4,20.94,10
16.76,Ramphotyphlops_endoterus,MALE,251,3.3,4,4,4,16.76,8
23.04,Ramphotyphlops_endoterus,MALE,255,3.1,,6,5,23.04,11
23.04,Ramphotyphlops_endoterus,MALE,250,3,6,6,5,23.04,11
24.09,Ramphotyphlops_endoterus,MALE,242,2.7,6,7,4.5,24.09,11.5
20.94,Ramphotyphlops_endoterus,MALE,270,3.6,7,5,5,20.94,10
27.23,Ramphotyphlops_endoterus,MALE,250,3.4,8,8,5,27.23,13
23.04,Ramphotyphlops_endoterus,MALE,255,3.3,5,6,5,23.04,11
16.76,Ramphotyphlops_endoterus,MALE,228,2.2,5,7,4,16.76,11
30.37,Ramphotyphlops_endoterus,MALE,270,3.9,6,7,7.5,30.37,14.5
10.47,Ramphotyphlops_endoterus,MALE,285,4.8,8,,5,10.47,
37.7,Ramphotyphlops_endoterus,MALE,301,4.8,6,11,7,37.7,18
35.6,Ramphotyphlops_endoterus,MALE,245,3.7,6,8,9,35.6,17
50.27,Ramphotyphlops_endoterus,MALE,252,3.2,6,14,10,50.27,24
27.23,Ramphotyphlops_endoterus,MALE,212,2,6,7,6,27.23,13
25.13,Ramphotyphlops_endoterus,MALE,272,3,8,6,6,25.13,12
14.66,Ramphotyphlops_endoterus,MALE,307,5.5,5,4,3,14.66,7
23.04,Ramphotyphlops_endoterus,MALE,250,2.8,5,7,4,23.04,11
39.79,Ramphotyphlops_endoterus,MALE,280,4.1,8,11,8,39.79,19
69.12,Ramphotyphlops_endoterus?,MALE,287,4.5,8,9,6,69.12,15
20.94,Ramphotyphlops_endoterus?,MALE,272,4,6,6,4,20.94,10
27.23,Ramphotyphlops_endoterus?,MALE,254,2.7,6,7,6,27.23,13
21.99,Ramphotyphlops_skinny,MALE,245,2.2,5,6,4.5,21.99,10.5
17.8,Ramphotyphlops_small_thin,MALE,209,1.8,6,5,3.5,17.8,8.5
106.47,Ramphotyphlops_sp.,MALE,294,5.4,8,9,7.5,106.47,16.5
209.88,Ramphotyphlops_sp.,MALE,306,5.5,10,8.5,8.2,209.88,16.7
19.51,Ramphotyphlops_sp.,MALE,267,3.5,9,6.6,6.2,19.51,12.8
58.54,Ramphotyphlops_sp.,MALE,233,2.3,3,6.5,6.8,58.54,13.3
358.73,Ramphotyphlops_sp.,MALE,318,14,8,12,10,358.73,22
104.93,Ramphotyphlops_sp.,MALE,257,3.4,4,6,6.5,104.93,12.5
52.6,Ramphotyphlops_sp.,MALE,258,3.1,4,6.5,5.5,52.6,12
148.6,Ramphotyphlops_sp.,MALE,267,3.9,8,6.8,7,148.6,13.8
116.17,Ramphotyphlops_sp.,MALE,304,5.6,6,8,6.5,116.17,14.5
137.43,Ramphotyphlops_sp.,MALE,219,5.6,9,7,6,137.43,13
21.9,Ramphotyphlops_sp.,MALE,170,2.8,4,6,5.5,21.9,11.5
191.7,Ramphotyphlops_sp.,MALE,328,7.6,4,9,9,191.7,18
162.16,Ramphotyphlops_sp.,MALE,253,7.9,6,7.8,7.5,162.16,15.3
82.02,Ramphotyphlops_sp.,MALE,262,4.1,8,10,8.5,82.02,18.5
18.21,Ramphotyphlops_sp.,MALE,201,1.5,3,6,5.5,18.21,11.5
44.03,Ramphotyphlops_sp.,MALE,275,4.1,4,7,7.6,44.03,14.6
25.13,Ramphotyphlops_sp.,MALE,249,9,12,7,5,25.13,12
14.66,Ramphotyphlops_sp.,MALE,237,2.5,8,4,3,14.66,7
27.23,Ramphotyphlops_sp.,MALE,267,3,8,7,6,27.23,13
20.94,Ramphotyphlops_sp.,MALE,253,3.5,9,6,4,20.94,10
20.94,Ramphotyphlops_sp.,MALE,237,2.5,7,5,5,20.94,10
25.13,Ramphotyphlops_sp.,MALE,258,3.5,8,7,5,25.13,12
23.04,Ramphotyphlops_sp.,MALE,250,3.2,7,6,5,23.04,11
23.04,Ramphotyphlops_sp.,MALE,274,4.2,7,7,4,23.04,11
27.23,Ramphotyphlops_sp.,MALE,262,2.8,7,7,6,27.23,13
25.13,Ramphotyphlops_sp.,MALE,262,3.1,9,7,5,25.13,12
18.85,Ramphotyphlops_sp.,MALE,206,2.1,5,6,3,18.85,9
16.76,Ramphotyphlops_sp.,MALE,194,1.5,6,5,3,16.76,8
23.04,Ramphotyphlops_sp.,MALE,233,3,7,6,5,23.04,11
35.6,Ramphotyphlops_sp.,MALE,255,3.6,6,12,5,35.6,17
19.9,Ramphotyphlops_sp.,MALE,217,2.3,6,6.5,3,19.9,9.5
,Ramphotyphlops_sp.,MALE,213,1.7,6,,,,
23.04,Ramphotyphlops_sp.,MALE,227,2.1,6,6,5,23.04,11
52.36,Ramphotyphlops_sp.,MALE,270,3.6,8,8,7,52.36,15
,Ramphotyphlops_sp.,MALE,232,2.5,8,,,,
144.51,Ramphotyphlops_sp.,MALE,288,6.6,8,7,6,144.51,13
16.76,Ramphotyphlops_sp.,MALE,301,15.5,10,4,4,16.76,8
,Ramphotyphlops_sp.,MALE,227,2.1,4,,,,
3.67,Ramphotyphlops_sp.,MALE,162,0.8,4,4,3,3.67,7
29.32,Ramphotyphlops_sp.,MALE,250,2.7,5,10,4,29.32,14
29.32,Ramphotyphlops_sp.,MALE,280,4.5,8,8,6,29.32,14
12.57,Ramphotyphlops_sp.,MALE,255,3.6,8,,6,12.57,
27.23,Ramphotyphlops_sp.,MALE,229,2.1,6,7,6,27.23,13
37.7,Ramphotyphlops_sp.,MALE,230,2.5,5,8,10,37.7,18
25.13,Ramphotyphlops_sp.,MALE,230,2.4,6,7,5,25.13,12
27.23,Ramphotyphlops_sp.,MALE,205,1.8,6,8,5,27.23,13
4.71,Ramphotyphlops_thin,MALE,203,1.5,3,6,3,4.71,9
6.28,Ramphotyphlops_thin,MALE,213,1.6,6,7,5,6.28,12
37.7,Ramphotyphlops_thin,MALE,281,3.8,8,11,7,37.7,18
20.94,Ramphotyphlops_thin,MALE,245,2.4,7,6,4,20.94,10
14.66,Ramphotyphlops_thin,MALE,229,2.5,6,2,5,14.66,7
,Ramphotyphlops_thin,MALE,270,3.5,7,,,,
14.66,Ramphotyphlops_thin,MALE,283,3.5,7,4,3,14.66,7
31.42,Ramphotyphlops_thin,MALE,235,2.3,6,10,5,31.42,15
16.76,Ramphotyphlops_thin,MALE,188,1.6,3,4,4,16.76,8
,Rhynchoedura_ornata,MALE,48,1.8,37,3,3,,6
,Rhynchoedura_ornata,MALE,49,2.1,34,4,4,,8
,Rhynchoedura_ornata,MALE,52,2.5,40,4,4,,8
,Rhynchoedura_ornata,MALE,51,2.2,43,3,3,,6
,Rhynchoedura_ornata,MALE,48,1.5,37,4,4,,8
,Rhynchoedura_ornata,MALE,53,2.1,,4,4,,8
,Rhynchoedura_ornata,MALE,29,0.2,22,0.5,0.5,,1
,Rhynchoedura_ornata,MALE,53,2.2,,4,4,,8
,Rhynchoedura_ornata,MALE,51,2.1,,4,4,,8
,Rhynchoedura_ornata,MALE,53,2.1,,4,4,,8
,Rhynchoedura_ornata,MALE,56,2.9,51,3,3,,6
,Rhynchoedura_ornata,MALE,51,2,,4.5,4,,8.5
,Rhynchoedura_ornata,MALE,52,2.4,,4,4,,8
,Rhynchoedura_ornata,MALE,46,1.7,40,4,4,,8
,Rhynchoedura_ornata,MALE,46,1.6,38,4,4,,8
,Rhynchoedura_ornata,MALE,50,2.1,43,3,3,,6
,Rhynchoedura_ornata,MALE,54,2.6,45,1,1,,2
,Rhynchoedura_ornata,MALE,53,2.6,,5,5,,10
,Rhynchoedura_ornata,MALE,48,1.5,,3,3,,6
,Rhynchoedura_ornata,MALE,49,1.7,,4,4,,8
,Rhynchoedura_ornata,MALE,51,2.4,,4,4,,8
,Rhynchoedura_ornata,MALE,44,1.5,,4,4,,8
,Rhynchoedura_ornata,MALE,54,2.3,,4,4,,8
,Rhynchoedura_ornata,MALE,46,1.3,,3,3,,6
,Rhynchoedura_ornata,MALE,50,2.2,43,2,2,,4
,Rhynchoedura_ornata,MALE,48,2.4,,3,3,,6
,Rhynchoedura_ornata,MALE,49,2.2,,4,4,,8
,Rhynchoedura_ornata,MALE,51,2.5,,3,3,,6
,Rhynchoedura_ornata,MALE,53,3,47,3,3,,6
,Rhynchoedura_ornata,MALE,51,2.3,,3.5,3.5,,7
,Rhynchoedura_ornata,MALE,48,1.7,,3.5,3.5,,7
,Rhynchoedura_ornata,MALE,52,2.3,,3,3,,6
,Rhynchoedura_ornata,MALE,49,2.1,40,3,3,,6
,Rhynchoedura_ornata,MALE,53,2.8,42,3,4,,7
,Rhynchoedura_ornata,MALE,56,3.1,46,1,1,,2
,Rhynchoedura_ornata,MALE,49,2,43,,,,
,Rhynchoedura_ornata,MALE,51,2.2,,2,2,,4
,Rhynchoedura_ornata,MALE,49,2.2,47,2,2,,4
,Rhynchoedura_ornata,MALE,51,2.5,,2,2,,4
,Rhynchoedura_ornata,MALE,47,1.9,38,2,2.5,,4.5
,Rhynchoedura_ornata,MALE,53,2.4,,2,2,,4
,Rhynchoedura_ornata,MALE,52,2.7,,2.5,2.5,,5
,Rhynchoedura_ornata,MALE,55,2.5,,3,2.5,,5.5
,Rhynchoedura_ornata,MALE,49,1.2,,2,1.5,,3.5
,Rhynchoedura_ornata,MALE,46,1.7,37,3,3,,6
,Rhynchoedura_ornata,MALE,50,2.1,,3,3,,6
,Rhynchoedura_ornata,MALE,30,0.5,25,1,1,,2
,Rhynchoedura_ornata,MALE,50,2.5,44,2,2,,4
,Rhynchoedura_ornata,MALE,51,2.7,,2,2.5,,4.5
58.64,Rhynchoedura_ornata,MALE,45,1.5,37,4,3,58.64,7
64.29,Rhynchoedura_ornata,MALE,50,2.3,47,3.2,4.2,64.29,7.4
78.25,Rhynchoedura_ornata,MALE,53,2.6,,4,4.5,78.25,8.5
230.91,Rhynchoedura_ornata,MALE,45,1.1,30,5,4,230.91,9
92.94,Rhynchoedura_ornata,MALE,52,1.8,,3.3,3.8,92.94,7.1
97.5,Rhynchoedura_ornata,MALE,49,2.2,,4.5,4.3,97.5,8.8
42.89,Rhynchoedura_ornata,MALE,51,1.9,41,4.3,3.7,42.89,8
75.92,Rhynchoedura_ornata,MALE,48,1.6,37,3,2.8,75.92,5.8
58.29,Rhynchoedura_ornata,MALE,49,2,40,3.2,3.8,58.29,7
88.19,Rhynchoedura_ornata,MALE,46,1.1,36,4.2,4.5,88.19,8.7
49.55,Rhynchoedura_ornata,MALE,48,1.9,38,3.5,2.5,49.55,6
60.65,Rhynchoedura_ornata,MALE,42,0.8,,4,4,60.65,8
87.54,Rhynchoedura_ornata,MALE,50,2.3,,4.4,4.2,87.54,8.6
43.05,Rhynchoedura_ornata,MALE,45,1.5,,3.5,3.6,43.05,7.1
123.05,Rhynchoedura_ornata,MALE,50,2.1,,6,4.2,123.05,10.2
111.66,Rhynchoedura_ornata,MALE,53,2.3,43,4.2,4.6,111.66,8.8
124.98,Rhynchoedura_ornata,MALE,51,2.1,,4.3,3.9,124.98,8.2
10.05,Rhynchoedura_ornata,MALE,53,2.4,,2.3,2.5,10.05,4.8
14.28,Rhynchoedura_ornata,MALE,51,2.3,41,3,2.5,14.28,5.5
7.1,Rhynchoedura_ornata,MALE,51,2.1,,2.8,2.5,7.1,5.3
15.75,Rhynchoedura_ornata,MALE,49,2.3,,2.7,3,15.75,5.7
80.58,Rhynchoedura_ornata,MALE,55,2.8,43,3.4,3.2,80.58,6.6
74.33,Rhynchoedura_ornata,MALE,50,1.8,,3.2,3.2,74.33,6.4
82.21,Rhynchoedura_ornata,MALE,53,2.4,,3.6,3.5,82.21,7.1
24.17,Rhynchoedura_ornata,MALE,44,1,35,3.3,3,24.17,6.3
19.36,Rhynchoedura_ornata,MALE,44,1.3,38,3,2.9,19.36,5.9
43.2,Rhynchoedura_ornata,MALE,49,1.6,37,3.3,3.3,43.2,6.6
38.07,Rhynchoedura_ornata,MALE,46,1.8,40,3.6,3.5,38.07,7.1
32.15,Rhynchoedura_ornata,MALE,46,1.4,37,2.6,2.2,32.15,4.8
26.39,Rhynchoedura_ornata,MALE,42,1.2,35,2.6,2.9,26.39,5.5
36.59,Rhynchoedura_ornata,MALE,49,1.3,37,3.1,3.3,36.59,6.4
57.46,Rhynchoedura_ornata,MALE,53,2,,4.3,3.3,57.46,7.6
15.66,Rhynchoedura_ornata,MALE,40,1,,2.1,2.1,15.66,4.2
59.29,Rhynchoedura_ornata,MALE,50,2,,4.8,3.8,59.29,8.6
64.51,Rhynchoedura_ornata,MALE,47,1.4,38,3.7,4,64.51,7.7
41.85,Rhynchoedura_ornata,MALE,48,1.8,,3.8,4,41.85,7.8
56.97,Rhynchoedura_ornata,MALE,53,2.3,,3.4,3.4,56.97,6.8
92.22,Rhynchoedura_ornata,MALE,48,1.8,42,3.5,3.5,92.22,7
52.72,Rhynchoedura_ornata,MALE,49,2.2,38,2.3,3.3,52.72,5.6
100.82,Rhynchoedura_ornata,MALE,55,2.4,,4.3,4.8,100.82,9.1
86.3,Rhynchoedura_ornata,MALE,51,1.5,,3.8,3.3,86.3,7.1
96.17,Rhynchoedura_ornata,MALE,53,2.2,,3.9,4,96.17,7.9
100.31,Rhynchoedura_ornata,MALE,51,2.2,39,4.7,5.5,100.31,10.2
8.38,Rhynchoedura_ornata,MALE,46,1.5,36,2,2,8.38,4
8.1,Rhynchoedura_ornata,MALE,51,2,40,2.8,2.5,8.1,5.3
21.11,Rhynchoedura_ornata,MALE,50,1.7,44,3.5,3.5,21.11,7
37.88,Rhynchoedura_ornata,MALE,48,1.8,46,3.8,3.3,37.88,7.1
74.75,Rhynchoedura_ornata,MALE,46,1.5,,3.3,4,74.75,7.3
66.49,Rhynchoedura_ornata,MALE,47,2,37,3.5,3,66.49,6.5
81.17,Rhynchoedura_ornata,MALE,52,1.6,,3.8,3.1,81.17,6.9
135.44,Rhynchoedura_ornata,MALE,50,2.2,,4.5,6.2,135.44,10.7
94.45,Rhynchoedura_ornata,MALE,51,2.4,,4.6,3.5,94.45,8.1
28.27,Rhynchoedura_ornata,MALE,45,1.4,38,3,3,28.27,6
34.94,Rhynchoedura_ornata,MALE,41,0.9,,3.1,2.7,34.94,5.8
76.11,Rhynchoedura_ornata,MALE,47,1.8,36,3.4,3.2,76.11,6.6
85.31,Rhynchoedura_ornata,MALE,52,2.2,,4.2,3.5,85.31,7.7
56.13,Rhynchoedura_ornata,MALE,48,1.9,,3.5,3.2,56.13,6.7
31.77,Rhynchoedura_ornata,MALE,43,1.3,,3.1,3.2,31.77,6.3
66.61,Rhynchoedura_ornata,MALE,45,1.7,34,4.1,3.5,66.61,7.6
12.57,Rhynchoedura_ornata,MALE,40,1,39,3,3,12.57,6
50,Rhynchoedura_ornata,MALE,49,1.7,36,4,3.5,50,7.5
12.57,Rhynchoedura_ornata,MALE,40,0.8,,2.5,2.4,12.57,4.9
67.02,Rhynchoedura_ornata,MALE,51,2,,4,4,67.02,8
67.02,Rhynchoedura_ornata,MALE,52,2.4,,4,4,67.02,8
85.87,Rhynchoedura_ornata,MALE,49,1.7,41,4,4,85.87,8
71.43,Rhynchoedura_ornata,MALE,47,1.6,37,3.4,3,71.43,6.4
85.14,Rhynchoedura_ornata,MALE,51,2,40,3.2,4.2,85.14,7.4
120.85,Rhynchoedura_ornata,MALE,48,2.1,39,5,5,120.85,10
85.43,Rhynchoedura_ornata,MALE,44,1.6,36,4.6,3.4,85.43,8
65.45,Rhynchoedura_ornata,MALE,52,2.4,39,5,5,65.45,10
85.87,Rhynchoedura_ornata,MALE,52,2.3,40,4,4,85.87,8
36.65,Rhynchoedura_ornata,MALE,49,2,38,3.5,3.5,36.65,7
41.89,Rhynchoedura_ornata,MALE,41,1.5,32,2.5,2.5,41.89,5
67.02,Rhynchoedura_ornata,MALE,51,2.1,,4,4,67.02,8
67.02,Rhynchoedura_ornata,MALE,50,2.3,43,4,4,67.02,8
120.43,Rhynchoedura_ornata,MALE,54,2.8,,6,5,120.43,11
37.7,Rhynchoedura_ornata,MALE,47,1.7,38,4,4,37.7,8
67.02,Rhynchoedura_ornata,MALE,47,2.1,37,4,4,67.02,8
35.67,Rhynchoedura_ornata,MALE,45,1.6,36,3.2,3.4,35.67,6.6
57.57,Rhynchoedura_ornata,MALE,51,2.6,39,3.2,3,57.57,6.2
62.83,Rhynchoedura_ornata,MALE,52,2.2,,4,3.5,62.83,7.5
8.38,Rhynchoedura_ornata,MALE,44,1.4,35,2,2,8.38,4
67.02,Rhynchoedura_ornata,MALE,48,2.3,38,4,4,67.02,8
67.02,Rhynchoedura_ornata,MALE,52,1.8,40,4,4,67.02,8
54.45,Rhynchoedura_ornata,MALE,50,2.1,40,3,3.5,54.45,6.5
10.47,Rhynchoedura_ornata,MALE,49,2.1,38,2,3,10.47,5
40.03,Rhynchoedura_ornata,MALE,50,2.1,,4,3.5,40.03,7.5
12.95,Rhynchoedura_ornata,MALE,51,2.1,,3,2.3,12.95,5.3
20.42,Rhynchoedura_ornata,MALE,47,1.1,33,3,3,20.42,6
54.45,Rhynchoedura_ornata,MALE,50,1.7,41,3,3.5,54.45,6.5
25.92,Rhynchoedura_ornata,MALE,46,0.8,,2.5,3,25.92,5.5
104.98,Rhynchoedura_ornata,MALE,55,2.6,,5.5,4.5,104.98,10
62.83,Rhynchoedura_ornata,MALE,50,1.7,44,4,3.5,62.83,7.5
58.9,Rhynchoedura_ornata,MALE,55,2.6,,4.5,4.5,58.9,9
98.17,Rhynchoedura_ornata,MALE,46,1.2,34,4,3.5,98.17,7.5
39.27,Rhynchoedura_ornata,MALE,47,1.8,39,3,3,39.27,6
28.27,Rhynchoedura_ornata,MALE,45,1.4,35,3,3,28.27,6
,Rhynchoedura_ornata,MALE,43,1,35,,,,
,Rhynchoedura_ornata,MALE,50,1.8,37,,,,
,Rhynchoedura_ornata,MALE,46,1.4,36,,,,
,Rhynchoedura_ornata,MALE,43,1,33,,,,
52.36,Rhynchoedura_ornata,MALE,47,1.8,37,4,4,52.36,8
28.27,Rhynchoedura_ornata,MALE,38,0.9,32,3,3,28.27,6
37.7,Rhynchoedura_ornata,MALE,49,1.7,39,4,4,37.7,8
67.02,Rhynchoedura_ornata,MALE,52,2.4,,4,4,67.02,8
67.02,Rhynchoedura_ornata,MALE,48,1.9,40,4,4,67.02,8
,Rhynchoedura_ornata,MALE,48,1.8,40,,,,
,Rhynchoedura_ornata,MALE,50,1.8,,,,,
,Rhynchoedura_ornata,MALE,51,2.4,,,,,
75.4,Rhynchoedura_ornata,MALE,47,1.5,,5,4,75.4,9
,Rhynchoedura_ornata,MALE,52,2.3,41,,,,
,Rhynchoedura_ornata,MALE,52,2.6,46,,,,
,Rhynchoedura_ornata,MALE,45,2,40,,,,
28.27,Rhynchoedura_ornata,MALE,46,1.6,36,3,3,28.27,6
47.65,Rhynchoedura_ornata,MALE,47,1.5,36,4,3,47.65,7
47.65,Rhynchoedura_ornata,MALE,44,1.5,35,4,3,47.65,7
58.64,Rhynchoedura_ornata,MALE,45,1.3,35,4,3,58.64,7
58.64,Rhynchoedura_ornata,MALE,42,1,,4,3,58.64,7
58.64,Rhynchoedura_ornata,MALE,43.5,1.5,,4,3,58.64,7
50.27,Rhynchoedura_ornata,MALE,46,1.6,33,3,3,50.27,6
108.91,Rhynchoedura_ornata,MALE,51,2,,4,4,108.91,8
54.45,Rhynchoedura_ornata,MALE,48,1.4,,3.5,3,54.45,6.5
,Rhynchoedura_ornata           ,MALE,44,,34,4,4,,8
,Rhynchoedura_ornata           ,MALE,31,,22,1,1,,2
,Rhynchoedura_ornata           ,MALE,44,,34,4,3.5,,7.5
,Rhynchoedura_ornata           ,MALE,,,,3.5,4,,7.5
,Rhynchoedura_ornata           ,MALE,,,,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,,,,5,4.5,,9.5
,Rhynchoedura_ornata           ,MALE,,,,3,3,,6
,Rhynchoedura_ornata           ,MALE,49,,,4,4,,8
,Rhynchoedura_ornata           ,MALE,33,,24,1.5,1,,2.5
,Rhynchoedura_ornata           ,MALE,51,,36,5,4,,9
,Rhynchoedura_ornata           ,MALE,31,,,1,1,,2
,Rhynchoedura_ornata           ,MALE,46,,35,3,4,,7
,Rhynchoedura_ornata           ,MALE,32,,25,1,1,,2
,Rhynchoedura_ornata           ,MALE,46,,32,4,4,,8
,Rhynchoedura_ornata           ,MALE,35,,25,3,2,,5
,Rhynchoedura_ornata           ,MALE,46,,37,4,4,,8
,Rhynchoedura_ornata           ,MALE,45,,33,3.5,2.5,,6
,Rhynchoedura_ornata           ,MALE,29,,23,1,1,,2
,Rhynchoedura_ornata           ,MALE,40,,31,3,3,,6
,Rhynchoedura_ornata           ,MALE,48,,32,3,3,,6
,Rhynchoedura_ornata           ,MALE,44,,37,3,3,,6
,Rhynchoedura_ornata           ,MALE,50,,40,4.5,4,,8.5
,Rhynchoedura_ornata           ,MALE,49,,32,4,4,,8
,Rhynchoedura_ornata           ,MALE,40,,26,2.5,3,,5.5
,Rhynchoedura_ornata           ,MALE,40,,30,3,2.5,,5.5
,Rhynchoedura_ornata           ,MALE,52,2,,2.5,2.5,,5
