Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date,
24145,R,24145_R,Ctenophorus,clayi,Ctenophorus clayi,F,Adult,FEMALE,27.6,38.1,850,260190,26,1,90,26/1/1990,
24588,R,24588_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.3,38.1,928,220290,22,2,90,22/2/1990,
24283,L,24283_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,28.6,38.1,1113,50290,5,2,90,5/2/1990,
24590,R,24590_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,28.6,38.1,935,220290,22,2,90,22/2/1990,
24688,L,24688_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.8,38.1,1533,260290,26,2,90,26/2/1990,
24563,R,24563_R,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,33.9,38.1,1003,210290,21,2,90,21/2/1990,
24239,L,24239_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,21.1,38.2,947,10290,1,2,90,1/2/1990,
24890,R,24890_R,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,28.6,38.2,1100,70990,7,9,90,7/9/1990,
24310,R,24310_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.8,38.2,1720,100290,10,2,90,10/2/1990,
24783,L,24783_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,32,38.2,947,10390,1,3,90,1/3/1990,
24687,L,24687_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.7,38.2,1528,260290,26,2,90,26/2/1990,
24234,L,24234_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,19.2,38.3,924,10290,1,2,90,1/2/1990,
24268,L,24268_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,20.8,38.4,929,40290,4,2,90,4/2/1990,
24146,R,24146_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,27.5,38.4,904,260190,26,1,90,26/1/1990,
24585,R,24585_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.6,38.4,920,220290,22,2,90,22/2/1990,
23884,R,23884_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,29.5,38.4,1005,80190,8,1,90,8/1/1990,
24212,L,24212_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,30.7,38.4,1046,290190,29,1,90,29/1/1990,
24693,L,24693_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,31.6,38.4,1637,260290,26,2,90,26/2/1990,
24694,L,24694_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.6,38.4,1639,260290,26,2,90,26/2/1990,
24377,R,24377_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,31.9,38.4,816,140290,14,2,90,14/2/1990,
24849,L,24849_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,36.2,38.4,854,40390,4,3,90,4/3/1990,
24231,L,24231_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,24.5,38.5,1429,310190,31,1,90,31/1/1990,
24662,L,24662_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28.4,38.5,957,260290,26,2,90,26/2/1990,
24301,L,24301_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.6,38.5,1205,70290,7,2,90,7/2/1990,
24779,L,24779_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,32,38.5,956,10390,1,3,90,1/3/1990,
24510,R,24510_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,33.8,38.5,1550,190290,19,2,90,19/2/1990,
23961,R,23961_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,34.8,38.5,1826,110190,11,1,90,11/1/1990,
24591,R,24591_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.3,38.6,940,220290,22,2,90,22/2/1990,
24638,L,24638_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,28.7,38.6,1348,250290,25,2,90,25/2/1990,
24111,R,24111_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,25.4,38.7,1042,250190,25,1,90,25/1/1990,
24114,R,24114_R,Ctenotus,helenae,Ctenotus helenae,UNK,UNK,UNK,26.3,38.7,1051,250190,25,1,90,25/1/1990,
24271,L,24271_L,Varanus,gouldii,Varanus gouldii,M,Adult,MALE,25.4,38.8,1615,40290,4,2,90,4/2/1990,
25855,R,25855_R,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28.2,38.8,935,191290,19,12,90,19/12/1990,
25492,R,25492_R,Varanus,gouldii,Varanus gouldii,M,Adult,MALE,29,38.8,1200,131190,13,11,90,13/11/1990,
24237,L,24237_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,19.3,38.9,932,10290,1,2,90,1/2/1990,
24113,R,24113_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26.3,38.9,1049,250190,25,1,90,25/1/1990,
24652,L,24652_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,27.9,38.9,931,260290,26,2,90,26/2/1990,
24104,R,24104_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.8,39,931,250190,25,1,90,25/1/1990,
24093,R,24093_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,23.2,39,1515,240190,24,1,90,24/1/1990,
24434,R,24434_R,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,27,39,1656,160290,16,2,90,16/2/1990,
24306,L,24306_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.3,39,900,80290,8,2,90,8/2/1990,
23881,R,23881_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,29.4,39,943,80190,8,1,90,8/1/1990,
23885,R,23885_R,Ctenophorus,clayi,Ctenophorus clayi,F,Adult,FEMALE,29.8,39,1008,80190,8,1,90,8/1/1990,
23887,R,23887_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32,39,1039,80190,8,1,90,8/1/1990,
24452,R,24452_R,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,33,39,1415,170290,17,2,90,17/2/1990,
24601,R,24601_R,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,33,39,1610,220290,22,2,90,22/2/1990,
24270,L,24270_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,22.1,39.1,951,40290,4,2,90,4/2/1990,
24279,L,24279_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,25,39.1,1014,50290,5,2,90,5/2/1990,
24277,L,24277_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,25.6,39.1,1005,50290,5,2,90,5/2/1990,
24394,R,24394_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,26,39.1,904,150290,15,2,90,15/2/1990,
24272,L,24272_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,27.4,39.2,1657,40290,4,2,90,4/2/1990,
24664,L,24664_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.5,39.4,1020,260290,26,2,90,26/2/1990,
24671,L,24671_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.7,39.4,1300,260290,26,2,90,26/2/1990,
24151,R,24151_R,Ctenotus,helenae,Ctenotus helenae,F,Adult,FEMALE,30.7,39.4,1046,260190,26,1,90,26/1/1990,
24110,R,24110_R,Ctenotus,dux,Ctenotus dux,F,Adult,FEMALE,27.6,39.5,1038,250190,25,1,90,25/1/1990,
24587,R,24587_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,28.4,39.5,923,220290,22,2,90,22/2/1990,
24120,R,24120_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29.4,39.5,1204,250190,25,1,90,25/1/1990,
24786,L,24786_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.5,39.5,1030,10390,1,3,90,1/3/1990,
24787,L,24787_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.5,39.5,1035,10390,1,3,90,1/3/1990,
24780,L,24780_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,34.2,39.5,1016,10390,1,3,90,1/3/1990,
24278,L,24278_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,24.9,39.6,1012,50290,5,2,90,5/2/1990,
24408,R,24408_R,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,25.1,39.6,913,150290,15,2,90,15/2/1990,
24663,L,24663_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,27.7,39.6,1007,260290,26,2,90,26/2/1990,
24666,L,24666_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.4,39.6,1028,260290,26,2,90,26/2/1990,
24755,L,24755_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,30.2,39.6,913,280290,28,2,90,28/2/1990,
24537,R,24537_R,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,34,39.6,944,200290,20,2,90,20/2/1990,
23918,R,23918_R,Ctenophorus,clayi,Ctenophorus clayi,F,Adult,FEMALE,37.1,39.6,1120,90190,9,1,90,9/1/1990,
24684,L,24684_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.5,39.7,1517,260290,26,2,90,26/2/1990,
23883,R,23883_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.8,39.8,949,80190,8,1,90,8/1/1990,
23886,R,23886_R,Ctenotus,dux,Ctenotus dux,F,Adult,FEMALE,31.6,39.8,1026,80190,8,1,90,8/1/1990,
24847,L,24847_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,35,39.8,830,40390,4,3,90,4/3/1990,
24806,L,24806_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,32.8,40,936,20390,2,3,90,2/3/1990,
24639,L,24639_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28.4,40.3,1358,250290,25,2,90,25/2/1990,
24757,L,24757_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31,40.3,950,280290,28,2,90,28/2/1990,
24281,L,24281_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,27.7,40.4,1049,50290,5,2,90,5/2/1990,
24213,L,24213_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.8,40.4,1314,290190,29,1,90,29/1/1990,
24536,R,24536_R,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,33.7,40.4,941,200290,20,2,90,20/2/1990,
25131,R,25131_R,Ctenophorus,clayi,Ctenophorus clayi,F,Adult,FEMALE,25,40.5,1230,111090,11,10,90,11/10/1990,
24292,L,24292_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.9,40.5,1041,60290,6,2,90,6/2/1990,
24342,R,24342_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,33.7,40.7,1106,120290,12,2,90,12/2/1990,
24284,L,24284_L,Ctenophorus,isolepis,Ctenophorus isolepis,M,Adult,MALE,27.1,40.8,1115,50290,5,2,90,5/2/1990,
24506,R,24506_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,34.3,40.8,1130,190290,19,2,90,19/2/1990,
24668,L,24668_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.5,41,1055,260290,26,2,90,26/2/1990,
24824,L,24824_L,Ctenophorus,isolepis,Ctenophorus isolepis,F,Adult,FEMALE,36.4,41,944,30390,3,3,90,3/3/1990,
25541,R,25541_R,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,34.6,41.1,1213,161190,16,11,90,16/11/1990,
24778,L,24778_L,Varanus,eremius,Varanus eremius,UNK,UNK,UNK,31,41.4,932,10390,1,3,90,1/3/1990,
24451,R,24451_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,32.1,41.4,1330,170290,17,2,90,17/2/1990,
24388,R,24388_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,35.6,41.7,1330,140290,14,2,90,14/2/1990,
24383,R,24383_R,Varanus,eremius,Varanus eremius,M,Adult,MALE,30.5,42.4,915,140290,14,2,90,14/2/1990,
24442,R,24442_R,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,19,,2130,160290,16,2,90,16/2/1990,
24444,R,24444_R,Varanus,tristis,Varanus tristis,F,Adult,FEMALE,19,,730,170290,17,2,90,17/2/1990,
24092,R,24092_R,Ctenotus,quatt,Ctenotus quatt,M,Adult,MALE,23.2,,1500,240190,24,1,90,24/1/1990,
24091,R,24091_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,23.2,,1510,240190,24,1,90,24/1/1990,
24651,L,24651_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,23.8,,1930,250290,25,2,90,25/2/1990,
24616,R,24616_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,24.5,,2045,220290,22,2,90,22/2/1990,
24503,R,24503_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,25.8,,715,190290,19,2,90,19/2/1990,
24458,R,24458_R,Cyclodomorphus,melanops,Cyclodomorphus melanops,UNK,UNK,UNK,26,,2000,170290,17,2,90,17/2/1990,
24606,R,24606_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,26,,1935,220290,22,2,90,22/2/1990,
24523,R,24523_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27,,2030,190290,19,2,90,19/2/1990,
24314,R,24314_R,Nephrurus,laevissimus,Nephrurus laevissimus,F,Adult,FEMALE,27.5,,2000,100290,10,2,90,10/2/1990,
24312,R,24312_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.5,,2000,100290,10,2,90,10/2/1990,
24313,R,24313_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,27.5,,2000,100290,10,2,90,10/2/1990,
24745,L,24745_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,,2100,270290,27,2,90,27/2/1990,
24752,L,24752_L,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,28,,2120,270290,27,2,90,27/2/1990,
24514,R,24514_R,Liopholis,inornata,Liopholis inornata,UNK,UNK,UNK,28.2,,1945,190290,19,2,90,19/2/1990,
24522,R,24522_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.5,,2015,190290,19,2,90,19/2/1990,
24416,R,24416_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29,,930,150290,15,2,90,15/2/1990,
24553,R,24553_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,29,,2100,200290,20,2,90,20/2/1990,
24490,R,24490_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30,,2040,180290,18,2,90,18/2/1990,
24759,L,24759_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,30.5,,830,280290,28,2,90,28/2/1990,
24760,L,24760_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,30.5,,845,280290,28,2,90,28/2/1990,
24485,R,24485_R,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,31,,1930,180290,18,2,90,18/2/1990,
24761,L,24761_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,32.1,,915,280290,28,2,90,28/2/1990,
24784,L,24784_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,32.5,,950,10390,1,3,90,1/3/1990,
25880.1,L,25880.1_L,Menetia,greyii,Menetia greyii,UNK,UNK,UNK,34.2,,1745,231290,23,12,90,23/12/1990,
24826,L,24826_L,Cryptoblepharus,buchananii,Cryptoblepharus buchananii,UNK,UNK,UNK,35,,900,30390,3,3,90,3/3/1990,
24828,L,24828_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,35,,925,30390,3,3,90,3/3/1990,
24850,L,24850_L,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,36,,700,40390,4,3,90,4/3/1990,
24570,R,24570_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,37.8,,1315,210290,21,2,90,21/2/1990,
24507,R,24507_R,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,38,,1120,190290,19,2,90,19/2/1990,
26239,R,26239_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.3,30.3,2050,100291,10,2,91,10/2/1991,
26240,R,26240_R,Gehyra,purpurascens,Gehyra purpurascens,UNK,UNK,UNK,30.4,30.4,2052,100291,10,2,91,10/2/1991,
26230,R,26230_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,23.2,31.2,830,90291,9,2,91,9/2/1991,
26208,R,26208_R,Moloch,horridus,Moloch horridus,F,Adult,FEMALE,24.6,31.5,739,70291,7,2,91,7/2/1991,
26232,R,26232_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,28.2,32.7,915,90291,9,2,91,9/2/1991,
26238,R,26238_R,Ctenotus,dux,Ctenotus dux,UNK,UNK,UNK,24.7,32.8,720,100291,10,2,91,10/2/1991,
26369,R,26369_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,UNK,UNK,UNK,28.6,32.8,650,30391,3,3,91,3/3/1991,
26241,R,26241_R,Moloch,horridus,Moloch horridus,M,Adult,MALE,36.4,33.5,1055,100291,10,2,91,10/2/1991,
26027,R,26027_R,Ctenophorus,clayi,Ctenophorus clayi,M,Adult,MALE,32.2,35.2,1126,60191,6,1,91,6/1/1991,
26082,L,26082_L,Varanus,gouldii,Varanus gouldii,UNK,UNK,UNK,41,42,1700,130191,13,1,91,13/1/1991,
12196,E,12196_E,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,24.1,27.9,955,24,24,,96,24/12/1995,
10056,I,10056_I,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,21.4,19.8,2027,301166,30,11,1966,30/11/1966,
10057,I,10057_I,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,21.4,20.2,2030,301166,30,11,1966,30/11/1966,
10054,I,10054_I,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,21.2,20.5,2018,301166,30,11,1966,30/11/1966,
10052,I,10052_I,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,21.2,20.8,2005,301166,30,11,1966,30/11/1966,
10079, ,10079_ ,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,21.4,21,1945,21266,2,12,1966,2/12/1966,
10053, ,10053_ ,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,21.2,21.2,2010,301166,30,11,1966,30/11/1966,
10055, ,10055_ ,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,21.2,21.2,2025,301166,30,11,1966,30/11/1966,
9890, ,9890_ ,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,24.2,22,2004,231066,23,10,1966,23/10/1966,
9892, ,9892_ ,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,24.2,22.8,2026,231066,23,10,1966,23/10/1966,
9826,I,9826_I,Heteronotia,binoei,Heteronotia binoei,UNK,UNK,UNK,,23.4,1530,11066,1,10,1966,1/10/1966,
9889, ,9889_ ,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,24.2,23.6,2000,231066,23,10,1966,23/10/1966,
9778,I,9778_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25.2,24.2,2005,81166,8,11,1966,8/11/1966,
9891, ,9891_ ,Nephrurus,levis,Nephrurus levis,UNK,UNK,UNK,24.2,24.4,2010,231066,23,10,1966,23/10/1966,
10627,A,10627_A,Ctenotus,atlas,Ctenotus atlas,UNK,UNK,UNK,19.7,25.5,630,20,17,12,1966,17/12/1966,
9486,I,9486_I,Lialis,burtonis,Lialis burtonis,UNK,UNK,UNK,25.4,25.8,1705,81066,8,10,1966,8/10/1966,
9847,I,9847_I,Lialis,burtonis,Lialis burtonis,UNK,UNK,UNK,25.4,25.8,1700,81066,8,10,1966,8/10/1966,
9858, ,9858_ ,Diplodactylus,conspicillatus,Diplodactylus conspicillatus,UNK,UNK,UNK,25.8,25.8,174,161066,16,10,1966,16/10/1966,
10098,A,10098_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,23.6,26,2010,51266,5,12,1966,5/12/1966,
10208,M,10208_M,Strophurus,ciliaris,Strophurus ciliaris,UNK,UNK,UNK,24.9,26,2000,131266,13,12,1966,13/12/1966,
9879,I,9879_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25,26,2057,191066,19,10,1966,19/10/1966,
9771,I,9771_I,Morethia,butleri,Morethia butleri,UNK,UNK,UNK,26.6,26,2015,71166,7,11,1966,7/11/1966,
9872,I,9872_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,26,26.2,2010,191066,19,10,1966,19/10/1966,
12737,D,12737_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28,26.3,2015,271066,27,10,1966,27/10/1966,
12740,D,12740_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27.2,26.5,2028,271066,27,10,1966,27/10/1966,
12734,D,12734_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,26.7,26.7,1954,271066,27,10,1966,27/10/1966,
9776,I,9776_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25.6,26.8,1955,81166,8,11,1966,8/11/1966,
9859,I,9859_I,Heteronotia,binoei,Heteronotia binoei,UNK,UNK,UNK,26.8,26.8,1800,161066,16,10,1966,16/10/1966,
12738,D,12738_D,Strophurus,strophurus,Strophurus strophurus,UNK,UNK,UNK,27.5,26.8,2024,271066,27,10,1966,27/10/1966,
12735,D,12735_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,26.7,26.9,1959,271066,27,10,1966,27/10/1966,
12739,D,12739_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27.3,27.1,2026,271066,27,10,1966,27/10/1966,
12727,D,12727_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.7,27.3,1920,271066,27,10,1966,27/10/1966,
10225,A,10225_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28,27.4,1955,151266,15,12,1966,15/12/1966,
12733,D,12733_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,27.6,27.5,1950,271066,27,10,1966,27/10/1966,
12722,D,12722_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.4,27.6,1925,271066,27,10,1966,27/10/1966,
12728,D,12728_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,29.1,27.7,1922,271066,27,10,1966,27/10/1966,
9860,I,9860_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,,27.8,1810,161066,16,10,1966,16/10/1966,
10134,A,10134_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,26.4,28,2115,71266,7,12,1966,7/12/1966,
10133,A,10133_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,27.6,28.4,2050,71266,7,12,1966,7/12/1966,
12729,D,12729_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,29,28.4,1927,271066,27,10,1966,27/10/1966,
10249,A,10249_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,26.8,28.6,1950,161266,16,12,1966,16/12/1966,
12721,D,12721_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.5,28.6,1911,271066,27,10,1966,27/10/1966,
9857,I,9857_I,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.6,28.6,1730,161066,16,10,1966,16/10/1966,
12731,D,12731_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,28.8,28.7,1935,271066,27,10,1966,27/10/1966,
10132,A,10132_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.2,28.8,2015,71266,7,12,1966,7/12/1966,
10082,I,10082_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.4,28.8,1945,31266,3,12,1966,3/12/1966,
12725,D,12725_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,29.3,28.8,1900,271066,27,10,1966,27/10/1966,
10266,A,10266_A,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25.4,29,2020,171266,17,12,1966,17/12/1966,
10083,I,10083_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.3,29,1955,31266,3,12,1966,3/12/1966,
9777,I,9777_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,25.4,29.2,2000,81166,8,11,1966,8/11/1966,
12719,D,12719_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,28.3,29.2,1905,271066,27,10,1966,27/10/1966,
9881,I,9881_I,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,28.8,29.2,2000,201066,20,10,1966,20/10/1966,
12724,D,12724_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,29.4,29.2,1855,271066,27,10,1966,27/10/1966,
9831,I,9831_I,Ctenophorus,reticulatus,Ctenophorus reticulatus,UNK,UNK,UNK,,29.2,1535,31066,3,10,1966,3/10/1966,
12718,D,12718_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.4,29.4,1850,271066,27,10,1966,27/10/1966,
10131,A,10131_A,Rhynchoedura,ornata,Rhynchoedura ornata,UNK,UNK,UNK,29,29.4,1945,71266,7,12,1966,7/12/1966,
12730,D,12730_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.9,29.5,1932,271066,27,10,1966,27/10/1966,
12736,D,12736_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,26.8,29.8,2005,271066,27,10,1966,27/10/1966,
10084,I,10084_I,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,28.2,29.8,2005,31266,3,12,1966,3/12/1966,
12726,D,12726_D,Diplodactylus,stenodactylus,Diplodactylus stenodactylus,UNK,UNK,UNK,29.1,29.9,1902,271066,27,10,1966,27/10/1966,
12723,D,12723_D,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,29.5,29.9,1837,271066,27,10,1966,27/10/1966,
10175,M,10175_M,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,26.2,30.2,840,121266,12,12,1966,12/12/1966,
12720,D,12720_D,Nephrurus,laevissimus,Nephrurus laevissimus,UNK,UNK,UNK,28.5,30.4,1909,271066,27,10,1966,27/10/1966,
9773,I,9773_I,Ctenophorus,clayi,Ctenophorus clayi,UNK,UNK,UNK,,31,900,81166,8,11,1966,8/11/1966,
