Number,Site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,AT,BT,Time,Date,Day,Month,Year,DMY
22994,L,22994_L,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,21189,2,11,89,2/11/1989
22997,L,22997_L,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,M,Adult,MALE,,,,31189,3,11,89,3/11/1989
22998,L,22998_L,Liopholis,striata,Liopholis_striata,M,Adult,MALE,,,,31189,3,11,89,3/11/1989
22995,L,22995_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,31,34.4,1225,31189,3,11,89,3/11/1989
22996,L,22996_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,,,,31189,3,11,89,3/11/1989
23004,L,23004_L,Ctenotus,calurus,Ctenotus_calurus,F,Adult,FEMALE,,,,41189,4,11,89,4/11/1989
23006,L,23006_L,Ctenotus,calurus,Ctenotus_calurus,F,Adult,FEMALE,,,,41189,4,11,89,4/11/1989
23007,L,23007_L,Ctenotus,calurus,Ctenotus_calurus,F,Adult,FEMALE,,,1030,41189,4,11,89,4/11/1989
23008,L,23008_L,Ctenotus,calurus,Ctenotus_calurus,F,Adult,FEMALE,,,1030,41189,4,11,89,4/11/1989
23011,L,23011_L,Ctenophorus,isolepis,Ctenophorus_isolepis,M,Adult,MALE,25.2,38.9,1210,41189,4,11,89,4/11/1989
22999,L,22999_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,41189,4,11,89,4/11/1989
23000,L,23000_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,41189,4,11,89,4/11/1989
23003,L,23003_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,,,,41189,4,11,89,4/11/1989
23005,L,23005_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,41189,4,11,89,4/11/1989
23009,L,23009_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,1030,41189,4,11,89,4/11/1989
23010,L,23010_L,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,1130,41189,4,11,89,4/11/1989
23012,L,23012_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,1315,41189,4,11,89,4/11/1989
23013,L,23013_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,1315,41189,4,11,89,4/11/1989
23014,L,23014_L,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,1450,41189,4,11,89,4/11/1989
23015,L,23015_L,Delma,butleri,Delma_butleri,UNK,UNK,UNK,,,1637,41189,4,11,89,4/11/1989
23016,L,23016_L,Liopholis,striata,Liopholis_striata,UNK,UNK,UNK,,,,41189,4,11,89,4/11/1989
23018,R,23018_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,19,32.4,1150,51189,5,11,89,5/11/1989
23019,R,23019_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,1250,51189,5,11,89,5/11/1989
23025,R,23025_R,Moloch,horridus,Moloch_horridus,F,Adult,FEMALE,24,38.3,1020,61189,6,11,89,6/11/1989
23029,R,23029_R,Ctenotus,quatt,Ctenotus_quatt,F,Adult,FEMALE,,,1100,61189,6,11,89,6/11/1989
23030,R,23030_R,Ctenophorus,clayi,Ctenophorus_clayi,F,Adult,FEMALE,25.6,40,1210,61189,6,11,89,6/11/1989
23031,R,23031_R,Ctenotus,quatt,Ctenotus_quatt,F,Adult,FEMALE,,,1115,61189,6,11,89,6/11/1989
23022,R,23022_R,Ctenotus,helenae,Ctenotus_helenae,M,Adult,MALE,,,850,61189,6,11,89,6/11/1989
23023,R,23023_R,Ctenotus,dux,Ctenotus_dux,M,Adult,MALE,,,900,61189,6,11,89,6/11/1989
23024,R,23024_R,Ctenotus,dux,Ctenotus_dux,M,Adult,MALE,,,900,61189,6,11,89,6/11/1989
23026,R,23026_R,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,1100,61189,6,11,89,6/11/1989
23027,R,23027_R,Ctenotus,piankai,Ctenotus_piankai,M,Adult,MALE,,,1100,61189,6,11,89,6/11/1989
23028,R,23028_R,Ctenotus,nasutus,Ctenotus_nasutus,M,Adult,MALE,,,1100,61189,6,11,89,6/11/1989
23032,R,23032_R,Ctenotus,piankai,Ctenotus_piankai,M,Adult,MALE,,,,61189,6,11,89,6/11/1989
23033,R,23033_R,Ctenophorus,clayi,Ctenophorus_clayi,M,Adult,MALE,,,,61189,6,11,89,6/11/1989
23034,R,23034_R,Ctenophorus,clayi,Ctenophorus_clayi,M,Adult,MALE,,,,61189,6,11,89,6/11/1989
23035,R,23035_R,Ctenotus,piankai,Ctenotus_piankai,M,Adult,MALE,,,,61189,6,11,89,6/11/1989
23036,R,23036_R,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,61189,6,11,89,6/11/1989
23044,R,23044_R,Nephrurus,laevissimus,Nephrurus_laevissimus,F,Adult,FEMALE,,,,71189,7,11,89,7/11/1989
23059,R,23059_R,Moloch,horridus,Moloch_horridus,F,Adult,FEMALE,29,33.1,1635,71189,7,11,89,7/11/1989
23062,R,23062_R,Ctenotus,quatt,Ctenotus_quatt,F,Adult,FEMALE,,,,71189,7,11,89,7/11/1989
23039,R,23039_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,M,Adult,MALE,,,,71189,7,11,89,7/11/1989
23054,R,23054_R,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,71189,7,11,89,7/11/1989
23058,R,23058_R,Ctenotus,dux,Ctenotus_dux,M,Adult,MALE,,,,71189,7,11,89,7/11/1989
23060,R,23060_R,Ctenophorus,clayi,Ctenophorus_clayi,M,Adult,MALE,29,,1630,71189,7,11,89,7/11/1989
23063,R,23063_R,Ctenotus,dux,Ctenotus_dux,M,Adult,MALE,,,1730,71189,7,11,89,7/11/1989
23037,R,23037_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23038,R,23038_R,Liopholis,inornata,Liopholis_inornata,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23043,R,23043_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23048,R,23048_R,Lialis,burtonis,Lialis_burtonis,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23052,R,23052_R,Moloch,horridus,Moloch_horridus,UNK,UNK,UNK,26.7,33.9,1050,71189,7,11,89,7/11/1989
23053,R,23053_R,Pogona,minor,Pogona_minor,UNK,UNK,UNK,26.7,34,1055,71189,7,11,89,7/11/1989
23055,R,23055_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23056,R,23056_R,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23057,R,23057_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,71189,7,11,89,7/11/1989
23061,R,23061_R,Ctenotus,brooksi,Ctenotus_brooksi,UNK,UNK,UNK,29,,1640,71189,7,11,89,7/11/1989
23079,R,23079_R,Ctenotus,dux,Ctenotus_dux,F,Adult,FEMALE,,,,81189,8,11,89,8/11/1989
23078,R,23078_R,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23080,R,23080_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23081,R,23081_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23083,R,23083_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23084,R,23084_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23085,R,23085_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23086,R,23086_R,Moloch,horridus,Moloch_horridus,UNK,UNK,UNK,31.4,32,1640,81189,8,11,89,8/11/1989
23087,R,23087_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23088,R,23088_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23089,R,23089_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23090,R,23090_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,81189,8,11,89,8/11/1989
23120,R,23120_R,Ctenophorus,clayi,Ctenophorus_clayi,F,Adult,FEMALE,,,,91189,9,11,89,9/11/1989
23113,R,23113_R,Ctenophorus,isolepis,Ctenophorus_isolepis,M,Adult,MALE,,,,91189,9,11,89,9/11/1989
23091,R,23091_R,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23092,R,23092_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23093,R,23093_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23094,R,23094_R,Liopholis,inornata,Liopholis_inornata,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23112,R,23112_R,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23114,R,23114_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23115,R,23115_R,Ctenotus,brooksi,Ctenotus_brooksi,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23116,R,23116_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23117,R,23117_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23118,R,23118_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23119,R,23119_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23121,R,23121_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23122,R,23122_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23123,R,23123_R,Varanus,gouldii,Varanus_gouldii,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23124,R,23124_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23126,R,23126_R,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23127,R,23127_R,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23128,R,23128_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23129,R,23129_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23130,R,23130_R,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23131,R,23131_R,Liopholis,inornata,Liopholis_inornata,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23132,R,23132_R,Liopholis,striata,Liopholis_striata,UNK,UNK,UNK,,,,91189,9,11,89,9/11/1989
23144,R,23144_R,Ctenophorus,nuchalis,Ctenophorus_nuchalis,F,Adult,FEMALE,,,,101189,10,11,89,10/11/1989
23154,R,23154_R,Nephrurus,laevissimus,Nephrurus_laevissimus,F,Adult,FEMALE,19.4,18.8,350,101189,10,11,89,10/11/1989
23145,R,23145_R,Ctenophorus,nuchalis,Ctenophorus_nuchalis,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23147,R,23147_R,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23148,R,23148_R,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23149,R,23149_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23150,R,23150_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23151,R,23151_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23152,R,23152_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23153,R,23153_R,Ctenotus,brooksi,Ctenotus_brooksi,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23155,R,23155_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23156,R,23156_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23157,R,23157_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23158,R,23158_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23159,R,23159_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23160,R,23160_R,Nephrurus,laevissimus,Nephrurus_laevissimus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23161,R,23161_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23162,R,23162_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23163,R,23163_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23164,R,23164_R,Strophurus,ciliaris,Strophurus_ciliaris,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23165,R,23165_R,Diplodactylus,damaeus,Diplodactylus_damaeus,UNK,UNK,UNK,,,,101189,10,11,89,10/11/1989
23187,R,23187_R,Varanus,eremius,Varanus_eremius,F,Adult,FEMALE,,,,111189,11,11,89,11/11/1989
23193,R,23193_R,Varanus,tristis,Varanus_tristis,F,Adult,FEMALE,30.5,35,1750,111189,11,11,89,11/11/1989
23188,R,23188_R,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,111189,11,11,89,11/11/1989
23189,R,23189_R,Lophognathus,longirostris,Lophognathus_longirostris,M,Adult,MALE,33,36.5,1630,111189,11,11,89,11/11/1989
23175,R,23175_R,Ctenotus,brooksi,Ctenotus_brooksi,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23176,R,23176_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23177,R,23177_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23178,R,23178_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23179,R,23179_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23180,R,23180_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23181,R,23181_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23183,R,23183_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,31.8,37.9,1315,111189,11,11,89,11/11/1989
23184,R,23184_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23185,R,23185_R,Ctenophorus,clayi,Ctenophorus_clayi,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23186,R,23186_R,Moloch,horridus,Moloch_horridus,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23190,R,23190_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23191,R,23191_R,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23192,R,23192_R,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,30.5,32,1700,111189,11,11,89,11/11/1989
23194,R,23194_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23195,R,23195_R,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23297,R,23297_R,Pygopus,nigriceps,Pygopus_nigriceps,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23298,R,23298_R,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,111189,11,11,89,11/11/1989
23201,R,23201_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23202,R,23202_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23203,R,23203_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23204,R,23204_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23205,R,23205_R,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23206,R,23206_R,Ctenotus,dux,Ctenotus_dux,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23207,R,23207_R,Ctenotus,nasutus,Ctenotus_nasutus,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23210,R,23210_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23211,R,23211_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23212,R,23212_R,Ctenotus,piankai,Ctenotus_piankai,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23213,R,23213_R,Varanus,gouldii,Varanus_gouldii,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23214,L,23214_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,28.8,33,1630,121189,12,11,89,12/11/1989
23215,L,23215_L,Ctenotus,pantherinus,Ctenotus_pantherinus,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23216,L,23216_L,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23217,L,23217_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23218,L,23218_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,121189,12,11,89,12/11/1989
23220,L,23220_L,Ctenophorus,isolepis,Ctenophorus_isolepis,M,Adult,MALE,25,38.6,815,131189,13,11,89,13/11/1989
23229,L,23229_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,29,41,1200,131189,13,11,89,13/11/1989
22862.1,L,22862.1_L,Varanus,gouldii,Varanus_gouldii,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23221,L,23221_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23222,L,23222_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23223,L,23223_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23224,L,23224_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23225,L,23225_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23226,L,23226_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23227,L,23227_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23228,L,23228_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23230,L,23230_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23231,L,23231_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23232,L,23232_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23233,L,23233_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,131189,13,11,89,13/11/1989
23251,L,23251_L,Liopholis,striata,Liopholis_striata,M,Adult,MALE,,,,141189,14,11,89,14/11/1989
23234,L,23234_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,23.5,35,900,141189,14,11,89,14/11/1989
23235,L,23235_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23236,L,23236_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23237,L,23237_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23238,L,23238_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23239,L,23239_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23240,L,23240_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23241,L,23241_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23242,L,23242_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23243,L,23243_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23244,L,23244_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23245,L,23245_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23246,L,23246_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23247,L,23247_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23248,L,23248_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23250,L,23250_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23252,L,23252_L,Liopholis,striata,Liopholis_striata,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23253,L,23253_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23254,L,23254_L,Rhynchoedura,ornata,Rhynchoedura_ornata,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23255,L,23255_L,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,UNK,UNK,UNK,,,,141189,14,11,89,14/11/1989
23261,L,23261_L,Lialis,burtonis,Lialis_burtonis,F,Adult,FEMALE,,,,171189,17,11,89,17/11/1989
23258,L,23258_L,Cryptoblepharus,buchananii,Cryptoblepharus_buchananii,UNK,UNK,UNK,,,,171189,17,11,89,17/11/1989
23259,L,23259_L,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,171189,17,11,89,17/11/1989
23263,L,23263_L,Ctenophorus,isolepis,Ctenophorus_isolepis,F,Adult,FEMALE,18.9,32.9,750,181189,18,11,89,18/11/1989
23270,L,23270_L,Gehyra,purpurascens,Gehyra_purpurascens,F,Adult,FEMALE,,,1830,181189,18,11,89,18/11/1989
23268,L,23268_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,1330,181189,18,11,89,18/11/1989
23271,L,23271_L,Diplodactylus,conspicillatus,Diplodactylus_conspicillatus,M,Adult,MALE,,,,181189,18,11,89,18/11/1989
23262,L,23262_L,Ctenotus,pantherinus,Ctenotus_pantherinus,UNK,UNK,UNK,,,,181189,18,11,89,18/11/1989
23264,L,23264_L,Ctenotus,schomburgkii,Ctenotus_schomburgkii,UNK,UNK,UNK,,,837,181189,18,11,89,18/11/1989
23265,L,23265_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,937,181189,18,11,89,18/11/1989
23266,L,23266_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,937,181189,18,11,89,18/11/1989
23267,L,23267_L,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,,181189,18,11,89,18/11/1989
23269,L,23269_L,Ctenotus,ariadnae,Ctenotus_ariadnae,UNK,UNK,UNK,,,1430,181189,18,11,89,18/11/1989
23276,L,23276_L,Ctenotus,quatt,Ctenotus_quatt,F,Adult,FEMALE,,,,191189,19,11,89,19/11/1989
23272,L,23272_L,Ctenophorus,isolepis,Ctenophorus_isolepis,M,Adult,MALE,26.6,39.6,1005,191189,19,11,89,19/11/1989
23277,L,23277_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,191189,19,11,89,19/11/1989
23278,L,23278_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,191189,19,11,89,19/11/1989
23279,L,23279_L,Varanus,eremius,Varanus_eremius,M,Adult,MALE,30.4,42.2,1400,191189,19,11,89,19/11/1989
23280,L,23280_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,191189,19,11,89,19/11/1989
23273,L,23273_L,Ctenotus,calurus,Ctenotus_calurus,UNK,UNK,UNK,,,1000,191189,19,11,89,19/11/1989
23274,L,23274_L,Menetia,greyii,Menetia_greyii,UNK,UNK,UNK,,,1000,191189,19,11,89,19/11/1989
23275,L,23275_L,Cryptoblepharus,buchananii,Cryptoblepharus_buchananii,UNK,UNK,UNK,27.5,30.7,1115,191189,19,11,89,19/11/1989
23281,L,23281_L,Ctenotus,quatt,Ctenotus_quatt,UNK,UNK,UNK,,,,191189,19,11,89,19/11/1989
23282,L,23282_L,Nephrurus,levis,Nephrurus_levis,UNK,UNK,UNK,,,,191189,19,11,89,19/11/1989
23283,L,23283_L,Nephrurus,levis,Nephrurus_levis,UNK,UNK,UNK,,,,191189,19,11,89,19/11/1989
23284,L,23284_L,Gehyra,purpurascens,Gehyra_purpurascens,UNK,UNK,UNK,,,,191189,19,11,89,19/11/1989
23295,L,23295_L,Gehyra,purpurascens,Gehyra_purpurascens,F,Adult,FEMALE,,,,201189,20,11,89,20/11/1989
23285,L,23285_L,Liopholis,striata,Liopholis_striata,M,Adult,MALE,28.6,27.3,725,201189,20,11,89,20/11/1989
23290,L,23290_L,Ctenotus,quatt,Ctenotus_quatt,M,Adult,MALE,,,,201189,20,11,89,20/11/1989
